a,b,c,d,e,f,g
7.800000000000000266e-01,1.999913157556594934e+00,-4.240070874188122145e-04,-2.024463378514575584e+00,5.086877387821852389e-04,-4.357303116887555061e-02,-1.333284466637577048e-01
7.850000000000000311e-01,1.999911021242859688e+00,-4.305159447894401172e-04,-2.024460789111713233e+00,5.271679421454450367e-04,-4.424323175154654814e-02,-1.347536266431298146e-01
7.900000000000000355e-01,1.999908852447798813e+00,-4.369995915200270602e-04,-2.024458105880556413e+00,5.462227611488383637e-04,-4.492058620548753517e-02,-1.361899984759605275e-01
7.950000000000000400e-01,1.999906651312665762e+00,-4.434519695007242560e-04,-2.024455325909764181e+00,5.658675889344380637e-04,-4.560515066669665329e-02,-1.376376327889492213e-01
8.000000000000000444e-01,1.999904418009601059e+00,-4.498667438340587382e-04,-2.024452446209898504e+00,5.861181889149081866e-04,-4.629698162212610157e-02,-1.390965998290706052e-01
8.050000000000000488e-01,1.999902152742984107e+00,-4.562372933603927976e-04,-2.024449463711531561e+00,6.069907034716133867e-04,-4.699613590751951925e-02,-1.405669694502961198e-01
8.100000000000000533e-01,1.999899855750816968e+00,-4.625567009519484293e-04,-2.024446375263310394e+00,6.285016628351969455e-04,-4.770267070517379693e-02,-1.420488111000841325e-01
8.150000000000000577e-01,1.999897527306144562e+00,-4.688177435753961963e-04,-2.024443177629983825e+00,6.506679941486295847e-04,-4.841664354162523304e-02,-1.435421938056389568e-01
8.200000000000000622e-01,1.999895167718511502e+00,-4.750128821230092122e-04,-2.024439867490387179e+00,6.735070307127261459e-04,-4.913811228526003549e-02,-1.450471861599387513e-01
8.250000000000000666e-01,1.999892777335450456e+00,-4.811342510123812685e-04,-2.024436441435395029e+00,6.970365214141337109e-04,-4.986713514384921025e-02,-1.465638563075320477e-01
8.300000000000000711e-01,1.999890356544009151e+00,-4.871736475547102448e-04,-2.024432895965826429e+00,7.212746403357880214e-04,-5.060377066200783674e-02,-1.480922719301033808e-01
8.349999999999999645e-01,1.999887905772309349e+00,-4.931225210916457711e-04,-2.024429227490316840e+00,7.462399965498397146e-04,-5.134807771857867464e-02,-1.496325002318075748e-01
8.399999999999999689e-01,1.999885425495207203e+00,-4.989719541628865771e-04,-2.024425432323765595e+00,7.719516512647733343e-04,-5.210011554134665740e-02,-1.511846081232193495e-01
8.449999999999999734e-01,1.999882916246674691e+00,-5.047126307073173616e-04,-2.024421506686767458e+00,7.984291469583237877e-04,-5.285994375032553039e-02,-1.527486627323164647e-01
8.499999999999999778e-01,1.999880378597205466e+00,-5.103348707010912878e-04,-2.024417446699668499e+00,8.256924749019225237e-04,-5.362762225099622360e-02,-1.543247302019872258e-01
8.549999999999999822e-01,1.999877813164882445e+00,-5.158286005325697123e-04,-2.024413248381708996e+00,8.537621022147804653e-04,-5.440321127151097336e-02,-1.559128761327939761e-01
8.599999999999999867e-01,1.999875220618617888e+00,-5.211833381179300714e-04,-2.024408907648923339e+00,8.826589852236937841e-04,-5.518677136614159179e-02,-1.575131656407523784e-01
8.649999999999999911e-01,1.999872601680042550e+00,-5.263881804244109012e-04,-2.024404420311796127e+00,9.124045805593182989e-04,-5.597836341271543448e-02,-1.591256633470604642e-01
8.699999999999999956e-01,1.999869957125433029e+00,-5.314317907540466214e-04,-2.024399782072874743e+00,9.430208564423990221e-04,-5.677804860999385861e-02,-1.607504333678041186e-01
8.750000000000000000e-01,1.999867287787680858e+00,-5.363023857878915441e-04,-2.024394988524346850e+00,9.745303041599526856e-04,-5.758588847499326868e-02,-1.623875393036388060e-01
8.800000000000000044e-01,1.999864594558298458e+00,-5.409877223907353814e-04,-2.024390035145577471e+00,1.006955949731404331e-03,-5.840194484024867350e-02,-1.640370442294477593e-01
8.850000000000000089e-01,1.999861878389465719e+00,-5.454750841763070018e-04,-2.024384917300609210e+00,1.040321365764676660e-03,-5.922627985101971970e-02,-1.656990106839763000e-01
8.900000000000000133e-01,1.999859140296115667e+00,-5.497512678329690350e-04,-2.024379630235620731e+00,1.074650683502234756e-03,-6.005895596243937540e-02,-1.673735006594427310e-01
8.950000000000000178e-01,1.999856381358058988e+00,-5.538025692099023513e-04,-2.024374169076351926e+00,1.109968605057082801e-03,-6.090003593660501396e-02,-1.690605755911253893e-01
9.000000000000000222e-01,1.999853602724068535e+00,-5.576147599455682840e-04,-2.024368528824094238e+00,1.146300425395686395e-03,-6.174958284143741705e-02,-1.707602963773801330e-01
9.050000000000000266e-01,1.999850805659815878e+00,-5.611728534694048224e-04,-2.024362704319879303e+00,1.183672272629610923e-03,-6.260766009114052122e-02,-1.724727240946881679e-01
9.100000000000000311e-01,1.999847991492907484e+00,-5.644613650709953950e-04,-2.024356690283260818e+00,1.222110836024880610e-03,-6.347433138872717040e-02,-1.741979190796438537e-01
9.150000000000000355e-01,1.999845161612418432e+00,-5.674643102175102628e-04,-2.024350481311575578e+00,1.261643365323797047e-03,-6.434966072026881978e-02,-1.759359408748741027e-01
9.200000000000000400e-01,1.999842317487846577e+00,-5.701651095835995461e-04,-2.024344071865114891e+00,1.302297766724172003e-03,-6.523371236751192292e-02,-1.776868484823352634e-01
9.250000000000000444e-01,1.999839460671837044e+00,-5.725465719479866421e-04,-2.024337456264053259e+00,1.344102618071979461e-03,-6.612655090497139565e-02,-1.794507003585481264e-01
9.300000000000000488e-01,1.999836592802960888e+00,-5.745908767868019478e-04,-2.024330628685323763e+00,1.387087184310055671e-03,-6.702824119697901872e-02,-1.812275544100197811e-01
9.350000000000000533e-01,1.999833715608545726e+00,-5.762795565636569944e-04,-2.024323583159452156e+00,1.431281433182844372e-03,-6.793884839468716796e-02,-1.830174679888524336e-01
9.400000000000000577e-01,1.999830830907560086e+00,-5.775934787164570434e-04,-2.024316313567336323e+00,1.476716051197189163e-03,-6.885843793302758031e-02,-1.848204978885390481e-01
9.450000000000000622e-01,1.999827940613548405e+00,-5.785128273409556121e-04,-2.024308813636983562e+00,1.523422459839172786e-03,-6.978707552762539179e-02,-1.866367003399461155e-01
9.500000000000000666e-01,1.999825046737619738e+00,-5.790170845710470270e-04,-2.024301076940194122e+00,1.571432832047001821e-03,-7.072482717166821142e-02,-1.884661310074831619e-01
9.550000000000000711e-01,1.999822151391489999e+00,-5.790850116558001479e-04,-2.024293096889201227e+00,1.620780108939937850e-03,-7.167175913273042542e-02,-1.903088449854595243e-01
9.599999999999999645e-01,1.999819256790574817e+00,-5.786946297332312044e-04,-2.024284866733260912e+00,1.671498016803275562e-03,-7.262793794955262061e-02,-1.921648967946275322e-01
9.649999999999999689e-01,1.999816365300228549e+00,-5.778230142194264044e-04,-2.024276379516927626e+00,1.723621323212377703e-03,-7.359343046636515617e-02,-1.940343409290219423e-01
9.699999999999999734e-01,1.999813479444717546e+00,-5.764462500420987779e-04,-2.024267628071422020e+00,1.777185886538511141e-03,-7.456830383461453271e-02,-1.959172319265879980e-01
9.749999999999999778e-01,1.999810601813766908e+00,-5.745398290952473137e-04,-2.024258605096947772e+00,1.832228137617652932e-03,-7.555262542525389979e-02,-1.978136231317711435e-01
9.799999999999999822e-01,1.999807735119811358e+00,-5.720783968442695296e-04,-2.024249303111185672e+00,1.888785396817713267e-03,-7.654646287240074454e-02,-1.997235673814901635e-01
9.849999999999999867e-01,1.999804882202775635e+00,-5.690357254387684799e-04,-2.024239714444380667e+00,1.946895900191991831e-03,-7.754988407113340421e-02,-2.016471170207808916e-01
9.899999999999999911e-01,1.999802046034100389e+00,-5.653846900025915690e-04,-2.024229831235092369e+00,2.006598821420583958e-03,-7.856295717453952443e-02,-2.035843239083372225e-01
9.949999999999999956e-01,1.999799229720843563e+00,-5.610972445258575548e-04,-2.024219645425884284e+00,2.067934294129467748e-03,-7.958575059073895452e-02,-2.055352394225195001e-01
1.000000000000000000e+00,1.999796436509854614e+00,-5.561443973589738025e-04,-2.024209148758940202e+00,2.130943434587275614e-03,-8.061833297988085789e-02,-2.074999144678297547e-01
1.005000000000000115e+00,1.999793669792025552e+00,-5.504961863086429204e-04,-2.024198332771615316e+00,2.195668364779748954e-03,-8.166077325111516239e-02,-2.094783994818541772e-01
1.010000000000000009e+00,1.999790933106614821e+00,-5.441216533358594291e-04,-2.024187188791920278e+00,2.262152235861867276e-03,-8.271314055953814248e-02,-2.114707444426721927e-01
1.015000000000000124e+00,1.999788230145646217e+00,-5.369888188558938607e-04,-2.024175707933935975e+00,2.330439251987683445e-03,-8.377550430311268836e-02,-2.134769988767334647e-01
1.020000000000000018e+00,1.999785564758381984e+00,-5.290646556402707956e-04,-2.024163881093162143e+00,2.400574694517802581e-03,-8.484793411956230436e-02,-2.154972118672007220e-01
1.024999999999999911e+00,1.999782940968888090e+00,-5.203150129838275901e-04,-2.024151698928397636e+00,2.472605036526665922e-03,-8.593049990231863000e-02,-2.175314322549277701e-01
1.030000000000000027e+00,1.999780363049606935e+00,-5.107043284651741760e-04,-2.024139151785973034e+00,2.546578444097090561e-03,-8.702327189842658239e-02,-2.195797096656751934e-01
1.034999999999999920e+00,1.999777835409670468e+00,-5.001960417869019074e-04,-2.024126229814705358e+00,2.622543997647440537e-03,-8.812632053477539862e-02,-2.216420928016484271e-01
1.040000000000000036e+00,1.999775362632520981e+00,-4.887524425794989406e-04,-2.024112922927161939e+00,2.700551944576153225e-03,-8.923971646303699434e-02,-2.237186299366600850e-01
1.044999999999999929e+00,1.999772949493195728e+00,-4.763345951609559157e-04,-2.024099220781862218e+00,2.780653811298060100e-03,-9.036353057466511851e-02,-2.258093691104656464e-01
1.050000000000000044e+00,1.999770600964334566e+00,-4.629023059371260634e-04,-2.024085112777103568e+00,2.862902437215418452e-03,-9.149783399922664651e-02,-2.279143581559324172e-01
1.054999999999999938e+00,1.999768322222305716e+00,-4.484140902268530680e-04,-2.024070588044671659e+00,2.947352009389592273e-03,-9.264269810277465933e-02,-2.300336447273641505e-01
1.060000000000000053e+00,1.999766118653454994e+00,-4.328271385118493916e-04,-2.024055635443432699e+00,3.034058097913495521e-03,-9.379819448626544598e-02,-2.321672763299845177e-01
1.064999999999999947e+00,1.999763995860475818e+00,-4.160972821113439806e-04,-2.024040243552814200e+00,3.123077691984680205e-03,-9.496439498401725021e-02,-2.343153003505764331e-01
1.070000000000000062e+00,1.999761959668899136e+00,-3.981789582814795132e-04,-2.024024400666163626e+00,3.214469236679188581e-03,-9.614137166221285724e-02,-2.364777640892804789e-01
1.074999999999999956e+00,1.999760016135645024e+00,-3.790251757833022588e-04,-2.024008094780228362e+00,3.308292694436411590e-03,-9.732919682461387001e-02,-2.386547148271994934e-01
1.080000000000000071e+00,1.999758171573794430e+00,-3.585874885473049338e-04,-2.023991313553192839e+00,3.404609806716572297e-03,-9.852794307788317885e-02,-2.408462001830317945e-01
1.084999999999999964e+00,1.999756432533243311e+00,-3.368159449352033465e-04,-2.023974044348664680e+00,3.503483808269560601e-03,-9.973768323328384422e-02,-2.430522676798807236e-01
1.090000000000000080e+00,1.999754805812267167e+00,-3.136590530100847522e-04,-2.023956274219647966e+00,3.604979523566849073e-03,-1.009584903223305213e-01,-2.452729648637334003e-01
1.094999999999999973e+00,1.999753298468865514e+00,-2.890637450468640950e-04,-2.023937989893063616e+00,3.709163459690867966e-03,-1.021904376112158924e-01,-2.475083394169718398e-01
1.100000000000000089e+00,1.999751917828243020e+00,-2.629753393214498804e-04,-2.023919177761908994e+00,3.816103850561340053e-03,-1.034335986005401331e-01,-2.497584392018029620e-01
1.104999999999999982e+00,1.999750671490422294e+00,-2.353375013307984216e-04,-2.023899823877277182e+00,3.925870702002840114e-03,-1.046880470251242840e-01,-2.520233123050475976e-01
1.110000000000000098e+00,1.999749567337991696e+00,-2.060922044438220381e-04,-2.023879913940239028e+00,4.038535837653717438e-03,-1.059538568539094699e-01,-2.543030070842909884e-01
1.114999999999999991e+00,1.999748613543982367e+00,-1.751796899831874991e-04,-2.023859433293590193e+00,4.154172945716238206e-03,-1.072311022899398725e-01,-2.565975722153923666e-01
1.120000000000000107e+00,1.999747818579880709e+00,-1.425384267379657070e-04,-2.023838366913453868e+00,4.272857626548091751e-03,-1.085198577704314382e-01,-2.589070567413558344e-01
1.125000000000000000e+00,1.999747191227326137e+00,-1.081050644588614214e-04,-2.023816699395313723e+00,4.394667480485514761e-03,-1.098201979753859747e-01,-2.612315101862429101e-01
1.130000000000000115e+00,1.999746740649650523e+00,-7.181429523523601231e-05,-2.023794414848498757e+00,4.519682858392250202e-03,-1.111321979784681002e-01,-2.635709837405127431e-01
1.135000000000000009e+00,1.999746476321657473e+00,-3.359893185971208783e-05,-2.023771497007746945e+00,4.647986040151009038e-03,-1.124559330600967549e-01,-2.659255289048210735e-01
1.140000000000000124e+00,1.999746408039257739e+00,6.610136613604427648e-06,-2.023747929222584396e+00,4.779661297751180635e-03,-1.137914787104590125e-01,-2.682951975639446540e-01
1.145000000000000018e+00,1.999746545947826526e+00,4.888401837897852998e-05,-2.023723694418114061e+00,4.914795165260581709e-03,-1.151389106768671705e-01,-2.706800423951729595e-01
1.150000000000000133e+00,1.999746900551915285e+00,9.329586416883910160e-05,-2.023698775084410872e+00,5.053476501497336168e-03,-1.164983049664915504e-01,-2.730801169415607577e-01
1.155000000000000027e+00,1.999747482725136472e+00,1.399209131730053135e-04,-2.023673153265718394e+00,5.195796553979163679e-03,-1.178697378492706560e-01,-2.754954756872439736e-01
1.159999999999999920e+00,1.999748303720219722e+00,1.888365395874061481e-04,-2.023646810549445618e+00,5.341849024150253922e-03,-1.192532858610009655e-01,-2.779261741348234005e-01
1.165000000000000036e+00,1.999749375179239452e+00,2.401222997922435498e-04,-2.023619728054968814e+00,5.491730133885603347e-03,-1.206490258066044152e-01,-2.803722688848120925e-01
1.169999999999999929e+00,1.999750709144016314e+00,2.938599801596177962e-04,-2.023591886422234420e+00,5.645538693272830061e-03,-1.220570347635745734e-01,-2.828338177171484391e-01
1.175000000000000044e+00,1.999752318067694823e+00,3.501336414728318603e-04,-2.023563265797439392e+00,5.803376187337564579e-03,-1.234773900899122784e-01,-2.853108796941964953e-01
1.179999999999999938e+00,1.999754214868485924e+00,4.090294961818316142e-04,-2.023533845704872380e+00,5.965347601819944758e-03,-1.249101696122537075e-01,-2.878035160768503964e-01
1.185000000000000053e+00,1.999756412896749769e+00,4.706361332516976245e-04,-2.023503605153551099e+00,6.131560724657695270e-03,-1.263554514419427399e-01,-2.903117895656334713e-01
1.189999999999999947e+00,1.999758925934197240e+00,5.350446159714767691e-04,-2.023472522657193018e+00,6.302126010097351683e-03,-1.278133139282488506e-01,-2.928357641609584672e-01
1.195000000000000062e+00,1.999761768223189851e+00,6.023484608387284518e-04,-2.023440576173016758e+00,6.477156969751604945e-03,-1.292838357400263039e-01,-2.953755056033267046e-01
1.199999999999999956e+00,1.999764954478812529e+00,6.726436865776761181e-04,-2.023407743087414445e+00,6.656770259329664735e-03,-1.307670958729841293e-01,-2.979310814796377604e-01
1.205000000000000071e+00,1.999768499901149132e+00,7.460288636747785390e-04,-2.023374000201355827e+00,6.841085767138096324e-03,-1.322631736572559558e-01,-3.005025613321078426e-01
1.209999999999999964e+00,1.999772420187756916e+00,8.226051644316219802e-04,-2.023339323715516613e+00,7.030226704351912395e-03,-1.337721487652674124e-01,-3.030900167697939684e-01
1.215000000000000080e+00,1.999776731546339947e+00,9.024764135352347392e-04,-2.023303689215131040e+00,7.224319697056147058e-03,-1.352941012199036508e-01,-3.056935215827270569e-01
1.219999999999999973e+00,1.999781450707625474e+00,9.857491391457198597e-04,-2.023267071654573090e+00,7.423494880057675271e-03,-1.368291114029742406e-01,-3.083131518586504360e-01
1.225000000000000089e+00,1.999786594938553597e+00,1.072532622351506440e-03,-2.023229445340994470e+00,7.627885996916935335e-03,-1.383772600648790763e-01,-3.109489861055773630e-01
1.229999999999999982e+00,1.999792182080548208e+00,1.162938486234989851e-03,-2.023190783774585277e+00,7.837631455679377329e-03,-1.399386285277076369e-01,-3.136011060650688020e-01
1.235000000000000098e+00,1.999798230544590716e+00,1.257081089412859232e-03,-2.023151059738176549e+00,8.052873722443782203e-03,-1.415132985517523756e-01,-3.162695963278450151e-01
1.239999999999999991e+00,1.999804759307615809e+00,1.355077899260516850e-03,-2.023110245380101535e+00,8.273758759818856251e-03,-1.431013522110495262e-01,-3.189545439831061868e-01
1.245000000000000107e+00,1.999811787941026209e+00,1.457049274387067729e-03,-2.023068312113200040e+00,8.500436690883118179e-03,-1.447028720169809823e-01,-3.216560391531987917e-01
1.250000000000000000e+00,1.999819336625183963e+00,1.563118511118973594e-03,-2.023025230595364210e+00,8.733061919572399426e-03,-1.463179409317621471e-01,-3.243741751375061044e-01
